,Nhu cầu,Tổng tiền,Diện tích,Địa chỉ,Phòng ngủ,Phòng vệ sinh,Nội thất,Pháp lý sở hữu,View,Tầng,Hot,Mã căn
74,Bán,2668000000,73.43,quận 8,None,None,Full,HDMB,Nam,7.0,False,A07-10-diamond riverside
75,Thuê,10000000,86.22,quận 8,None,None,Có,HDMB,Bắc,5.0,False,C05-21-diamond riverside
76,Bán,2500000000,73.43,quận 8,2,2,None,HDMB,Bắc,6.0,False,B06-07-diamond riverside
77,Bán,7000000000,81.0,quận 8,None,None,Có,HDMB,Bắc,2.0,False,A-S03-diamond riverside
78,Thuê,20000000,82.8,quận 8,2,2,Ko,HDMB,Bắc,1.0,False,A-S06-diamond riverside
79,Thuê,25000000,None,quận 8,None,None,None,HDMB,Bắc,1.0,False,A-S01-diamond riverside
80,Thuê,25000000,0.0,quận 8,None,None,None,HDMB,Bắc,1.0,False,D-S03-diamond riverside
81,Thuê,30000000,None,quận 8,None,None,Full,HDMB,Nam,1.0,False,D-S10-diamond riverside
82,Bán,2839000000,68.0,quận 9,2,2,Ko,None,Tây Bắc,0.0,False,A-05-20-him lam phú an
83,Bán,1848000000,66.02,thủ đức,2,2,None,HDMB,Tây Nam,8.0,False,A2.08.08-4s linh đông
84,Bán,2300000000,56.0,thủ đức,2,2,Full,None,Tây Nam,0.0,False,XX-tulip tower
85,Bán,3445400000,0.0,thủ đức,None,None,None,None,None,6.0,False,C6.04-lavita charm
86,Bán,3100000000,0.0,thủ đức,2,2,Có,None,None,0.0,False,A14.16-lavita charm
87,Thuê,8000000,67.3,thủ đức,2,2,Ko,None,None,16.0,False,A16.12-lavita charm
88,Bán,3500000000,0.0,None,2,2,Ko,None,None,15.0,False,C9.15-nan
89,Thuê,9000000,73.72,bình dương,2,2,Có,HDMB,Đông Bắc,30.0,False,OPBB02030011-opal boulevard
90,Thuê,9000000,73.56,bình dương,2,2,Ko,HDMB,Tây Nam,33.0,False,OPBB0203312A-opal boulevard
91,Bán,2640000000,73.56,bình dương,2,2,None,HDMB,Tây Nam,22.0,False,OPBB0202212A-opal boulevard
92,Thuê,8000000,71.64,bình dương,2,2,None,HDMB,Đông Nam,19.0,False,OPBB02019002-opal boulevard
93,Bán,2601000000,70.91,bình dương,2,2,Ko,HDMB,Đông Nam,14.0,False,OPBB02014001-opal boulevard
94,Thuê,10000000,70.91,bình dương,2,2,Ko,HDMB,Đông Nam,23.0,False,OPBB02023001-opal boulevard
95,Bán,2572000000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,23.0,False,OPBB02023010-opal boulevard
96,Thuê,9000000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,0.0,False,OPBB0212A009-opal boulevard
97,Thuê,7500000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,28.0,False,OPBB02028009-opal boulevard
98,Thuê,8000000,73.77,bình dương,2,2,Ko,HDMB,Đông Bắc,34.0,False,OPBB02034008-opal boulevard
99,Thuê,8000000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,25.0,False,OPBB02025010-opal boulevard
100,Thuê,9000000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,32.0,False,OPBB02032008-opal boulevard
101,Thuê,8000000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,35.0,False,OPBB02035008-opal boulevard
102,Thuê,8000000,74.39,bình dương,2,2,None,HDMB,Tây Nam,30.0,False,OPBB02030014-opal boulevard
103,Thuê,6000000,74.27,bình dương,2,2,None,HDMB,Đông Bắc,15.0,False,OPBB02015012-opal boulevard
104,Thuê,10000000,74.39,bình dương,2,2,None,HDMB,Tây Nam,17.0,False,OPBB02017014-opal boulevard
105,Bán,2530000000,74.27,bình dương,2,2,None,HDMB,Đông Bắc,30.0,False,OPBB02030012-opal boulevard
106,Bán,2563000000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,21.0,False,OPBB02021010-opal boulevard
107,Thuê,8000000,74.27,bình dương,2,2,Ko,HDMB,Đông Bắc,24.0,False,OPBB02024012-opal boulevard
108,Bán,2620000000,74.27,bình dương,2,2,Ko,HDMB,Đông Bắc,25.0,False,OPBB02025012-opal boulevard
109,Bán,3221000000,87.21,bình dương,2,2,Ko,HDMB,Đông Nam,26.0,False,OPBB02026003-opal boulevard
110,Thuê,7500000,87.21,bình dương,2,2,None,HDMB,Đông Nam,6.0,False,OPBB02006003-opal boulevard
111,Thuê,13000000,77.42,bình dương,2,2,None,HDMB,Tây Bắc,35.0,False,OPBB02035006-opal boulevard
112,Thuê,8000000,77.42,bình dương,2,2,None,HDMB,Tây Bắc,26.0,False,OPBB02026006-opal boulevard
113,Thuê,8000000,76.34,bình dương,2,2,None,HDMB,Tây Bắc,25.0,False,OPBB02025005-opal boulevard
114,Thuê,7500000,77.42,bình dương,2,2,None,HDMB,Tây Bắc,28.0,False,OPBB02028006-opal boulevard
115,Thuê,9000000,76.34,bình dương,2,2,None,HDMB,Tây Bắc,27.0,False,OPBB02027005-opal boulevard
116,Thuê,10000000,84.93,bình dương,2,2,Có,HDMB,Tây Bắc,35.0,False,OPBB0103512A-opal boulevard
117,Thuê,8000000,84.93,bình dương,2,2,None,HDMB,Tây Bắc,30.0,False,OPBB01030012-opal boulevard
118,Thuê,8000000,75.54,bình dương,2,2,None,HDMB,Tây Nam,28.0,False,OPBB01028001-opal boulevard
119,Thuê,10000000,74.45,bình dương,2,2,Có,HDMB,Đông Bắc,35.0,False,OPBB01035002-opal boulevard
120,Thuê,8000000,74.45,bình dương,2,2,None,HDMB,Đông Bắc,24.0,False,OPBB01024002-opal boulevard
121,Thuê,8000000,74.45,bình dương,2,2,None,HDMB,Đông Bắc,29.0,False,OPBB01029002-opal boulevard
122,Thuê,20000000,73.77,bình dương,2,2,None,HDMB,Đông Bắc,19.0,False,OPBB01019003-opal boulevard
123,Bán,2966000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,22.0,False,OPBB01022009-opal boulevard
124,Thuê,12000000,85.07,bình dương,2,2,Có,HDMB,Đông Nam,16.0,False,OPBB01016009-opal boulevard
125,Bán,2933000000,85.03,bình dương,2,2,None,HDMB,Đông Nam,33.0,False,OPBB01033010-opal boulevard
126,Thuê,8000000,85.07,bình dương,2,2,Ko,HDMB,Đông Nam,30.0,False,OPBB01030007-opal boulevard
127,Thuê,9000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,21.0,False,OPBB01021007-opal boulevard
128,Bán,3035000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,8.0,False,OPBB01008008-opal boulevard
129,Bán,3100000000,85.03,bình dương,2,2,Ko,HDMB,Đông Nam,20.0,False,OPBB01020010-opal boulevard
130,Thuê,11000000,85.03,bình dương,2,2,None,HDMB,Đông Nam,18.0,False,OPBB01018010-opal boulevard
131,Bán,3087000000,85.03,bình dương,2,2,None,HDMB,Đông Nam,17.0,False,OPBB01017010-opal boulevard
132,Bán,3126000000,85.03,bình dương,2,2,Ko,HDMB,Đông Nam,23.0,False,OPBB01023010-opal boulevard
133,Thuê,10000000,84.93,bình dương,2,2,Ko,HDMB,Tây Bắc,28.0,False,OPBB01028012-opal boulevard
134,Thuê,10000000,84.93,bình dương,2,2,Ko,HDMB,Tây Bắc,28.0,False,OPBB0102812A-opal boulevard
135,Thuê,10000000,84.93,bình dương,2,2,None,HDMB,Tây Bắc,17.0,False,OPBB0101712A-opal boulevard
136,Thuê,8500000,84.93,bình dương,2,2,Ko,HDMB,Tây Bắc,32.0,False,OPBB0103212A-opal boulevard
137,Thuê,9000000,84.93,bình dương,2,2,Ko,HDMB,Tây Bắc,16.0,False,OPBB0101612A-opal boulevard
138,Bán,3092000000,84.93,bình dương,2,2,Ko,HDMB,Tây Bắc,32.0,False,OPBB01032012-opal boulevard
139,Thuê,17000000,84.93,bình dương,2,2,Full,HDMB,Tây Bắc,33.0,False,OPBB01033012-opal boulevard
140,Bán,2750000000,85.07,bình dương,2,2,Ko,HDMB,Đông Nam,0.0,False,OPBB0112A009-opal boulevard
141,Thuê,8000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,17.0,False,OPBB01017007-opal boulevard
142,Thuê,10000000,85.66,bình dương,2,2,Ko,HDMB,Đông Nam,14.0,False,OPBB01014006-opal boulevard
143,Thuê,8000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,23.0,False,OPBB01023007-opal boulevard
144,Bán,3034000000,85.07,bình dương,2,2,Ko,HDMB,Đông Nam,14.0,False,OPBB01014009-opal boulevard
145,Bán,3150000000,85.07,bình dương,2,2,Ko,HDMB,Đông Nam,20.0,False,OPBB01020009-opal boulevard
146,Bán,3000000000,85.07,bình dương,2,2,Ko,HDMB,Đông Nam,35.0,False,OPBB01035009-opal boulevard
147,Thuê,9000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,14.0,False,OPBB01014007-opal boulevard
148,Bán,2952000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,11.0,False,OPBB01011008-opal boulevard
149,Bán,3200000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,25.0,False,OPBB01025008-opal boulevard
150,Bán,3306000000,85.07,bình dương,2,2,Ko,HDMB,Đông Nam,29.0,False,OPBB01029008-opal boulevard
151,Thuê,10000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,15.0,False,OPBB01015009-opal boulevard
152,Bán,3357000000,85.07,bình dương,2,2,None,HDMB,Đông Nam,19.0,False,OPBB01019009-opal boulevard
153,Bán,2850000000,85.07,bình dương,2,2,Ko,HDMB,Đông Nam,9.0,False,OPBB01009008-opal boulevard
154,Thuê,12000000,99.79,bình dương,3,2,None,HDMB,Đông Bắc,14.0,False,OPBB01014004-opal boulevard
155,Thuê,12000000,99.79,bình dương,3,2,None,HDMB,Đông Bắc,6.0,False,OPBB01006004-opal boulevard
156,Thuê,10000000,98.29,bình dương,2,2,Ko,HDMB,Đông Nam,8.0,False,OPBB01008005-opal boulevard
157,Thuê,12000000,98.29,bình dương,2,2,None,HDMB,Đông Nam,12.0,False,OPBB01012005-opal boulevard
158,Thuê,10000000,89.24,bình dương,2,2,Có,HDMB,Tây Bắc,18.0,False,OPBB01018014-opal boulevard
159,Thuê,8000000,89.24,bình dương,2,2,Ko,HDMB,Tây Bắc,17.0,False,OPBB01017014-opal boulevard
160,Thuê,10000000,98.29,bình dương,2,2,None,HDMB,Đông Nam,27.0,False,OPBB01027005-opal boulevard
161,Thuê,10000000,85.84,bình dương,2,2,Ko,HDMB,Tây Bắc,15.0,False,OPBB01015012-opal boulevard
162,Thuê,8000000,85.84,bình dương,2,2,Ko,HDMB,Tây Bắc,7.0,False,OPBB01007012-opal boulevard
163,Thuê,9000000,85.84,bình dương,2,2,Ko,HDMB,Tây Bắc,17.0,False,OPBB01017012-opal boulevard
164,Bán,2860000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,21.0,False,OPBA02021005-opal boulevard
165,Thuê,8000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,28.0,False,OPBA02028004-opal boulevard
166,Thuê,9000000,73.9,bình dương,2,2,None,HDMB,Đông Bắc,25.0,False,OPBA02025004-opal boulevard
167,Bán,12000000,73.9,bình dương,2,2,Full,HDMB,Đông Bắc,18.0,False,OPBA02018005-opal boulevard
168,Bán,2700000000,73.1,bình dương,2,2,None,HDMB,Tây Nam,7.0,False,OPBA02007001-opal boulevard
169,Thuê,13000000,109.3,bình dương,3,2,None,HDMB,Tây Nam,8.0,False,OPBB01008011-opal boulevard
170,Thuê,12000000,109.3,bình dương,3,2,Ko,HDMB,Tây Nam,21.0,False,OPBB01021011-opal boulevard
171,Thuê,9000000,74.64,bình dương,2,2,Có,HDMB,Đông Bắc,25.0,False,OPBA01025008-opal boulevard
172,Thuê,9000000,74.64,bình dương,2,2,None,HDMB,Đông Bắc,33.0,False,OPBA01033008-opal boulevard
173,Thuê,8000000,74.64,bình dương,2,2,Có,HDMB,Tây Nam,31.0,False,OPBA02031008-opal boulevard
174,Bán,2839000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,28.0,False,OPBA02028005-opal boulevard
175,Bán,2868000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,23.0,False,OPBA02023004-opal boulevard
176,Bán,2932000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,31.0,False,OPBA02031004-opal boulevard
177,Bán,2780000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,25.0,False,OPBA02025005-opal boulevard
178,Thuê,8000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,9.0,False,OPBA02009005-opal boulevard
179,Thuê,9000000,73.9,bình dương,2,2,Có,HDMB,Đông Bắc,16.0,False,OPBA02016004-opal boulevard
180,Bán,3033000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,33.0,False,OPBA02033005-opal boulevard
181,Bán,3011000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,11.0,False,OPBA02011004-opal boulevard
182,Bán,3020000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,20.0,False,OPBA02020005-opal boulevard
183,Bán,2787000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,15.0,False,OPBA02015004-opal boulevard
184,Bán,2692000000,73.9,bình dương,2,2,Ko,HDMB,Đông Bắc,23.0,False,OPBA02023005-opal boulevard
185,Bán,2809000000,79.84,bình dương,2,2,None,HDMB,Đông Bắc,10.0,False,OPBA01010001-opal boulevard
186,Thuê,12000000,79.84,bình dương,2,2,Có,HDMB,Đông Bắc,0.0,False,OPBA0112A001-opal boulevard
187,Bán,3641000000,79.84,bình dương,2,2,None,HDMB,Đông Bắc,5.0,False,OPBA01005001-opal boulevard
188,Bán,3200000000,75.24,bình dương,2,2,Ko,HDMB,Đông Bắc,16.0,False,OPBA02016006-opal boulevard
189,Thuê,8500000,79.84,bình dương,2,2,None,HDMB,Đông Bắc,35.0,False,OPBA01035001-opal boulevard
190,Thuê,8000000,78.71,bình dương,2,2,None,HDMB,Đông Bắc,19.0,False,OPBA01019009-opal boulevard
191,Thuê,8000000,78.71,bình dương,2,2,None,HDMB,Đông Bắc,28.0,False,OPBA01028009-opal boulevard
192,Bán,2811000000,75.24,bình dương,2,2,None,HDMB,Đông Bắc,32.0,False,OPBA02032006-opal boulevard
193,Thuê,8500000,78.71,bình dương,2,2,None,HDMB,Đông Bắc,27.0,False,OPBA01027009-opal boulevard
194,Thuê,8000000,78.71,bình dương,2,2,None,HDMB,Đông Bắc,26.0,False,OPBA01026009-opal boulevard
195,Thuê,9000000,75.24,bình dương,2,2,Ko,HDMB,Đông Bắc,8.0,False,OPBA02008006-opal boulevard
196,Thuê,9000000,75.24,bình dương,2,2,Ko,HDMB,Đông Bắc,22.0,False,OPBA02022006-opal boulevard
197,Thuê,9000000,74.64,bình dương,2,2,Có,HDMB,Đông Bắc,12.0,False,OPBA01012008-opal boulevard
198,Thuê,8000000,75.24,bình dương,2,2,None,HDMB,Đông Bắc,9.0,False,OPBA02009006-opal boulevard
199,Bán,3094000000,84.68,bình dương,2,2,None,HDMB,Tây Nam,15.0,False,OPBA01015004-opal boulevard
200,Thuê,9000000,86.72,bình dương,2,2,None,HDMB,Tây Nam,19.0,False,OPBA01019006-opal boulevard
201,Bán,3500000000,84.68,bình dương,2,2,None,HDMB,Tây Nam,5.0,False,OPBA01005004-opal boulevard
202,Bán,3301000000,84.68,bình dương,2,2,Ko,HDMB,Tây Nam,21.0,False,OPBA01021004-opal boulevard
203,Thuê,10000000,84.68,bình dương,2,2,Có,HDMB,Tây Nam,26.0,False,OPBA01026004-opal boulevard
204,Bán,3126000000,84.68,bình dương,2,2,Ko,HDMB,Tây Nam,16.0,False,OPBA01016004-opal boulevard
205,Thuê,9000000,84.66,bình dương,2,2,None,HDMB,Tây Nam,21.0,False,OPBA01021005-opal boulevard
206,Thuê,11000000,84.66,bình dương,2,2,None,HDMB,Tây Nam,20.0,False,OPBA01020005-opal boulevard
207,Thuê,9000000,84.66,bình dương,2,2,None,HDMB,Tây Nam,30.0,False,OPBA01030005-opal boulevard
208,Thuê,6000000,84.66,bình dương,2,2,None,HDMB,Tây Nam,11.0,False,OPBA01011005-opal boulevard
209,Thuê,8000000,81.26,bình dương,2,2,None,HDMB,Tây Nam,0.0,False,OPBA0212A009-opal boulevard
210,Thuê,10000000,84.66,bình dương,2,2,Có,HDMB,Tây Nam,27.0,False,OPBA01027005-opal boulevard
211,Thuê,11000000,100.18,bình dương,3,2,None,HDMB,Đông Bắc,32.0,False,OPBA02032007-opal boulevard
212,Bán,3991000000,100.18,bình dương,3,2,Ko,HDMB,Đông Bắc,12.0,False,OPBA02012007-opal boulevard
213,Bán,3837000000,99.41,bình dương,3,2,Ko,HDMB,Đông Bắc,17.0,False,OPBA02017003-opal boulevard
214,Thuê,10000000,100.18,bình dương,3,2,None,HDMB,Đông Bắc,21.0,False,OPBA02021007-opal boulevard
215,Bán,3890000000,99.41,bình dương,3,2,None,HDMB,Đông Bắc,4.0,False,OPBA02004003-opal boulevard
216,Thuê,12000000,99.41,bình dương,3,2,Full,HDMB,Đông Bắc,10.0,False,OPBA02010003-opal boulevard
217,Bán,3848000000,99.41,bình dương,3,2,Ko,HDMB,Đông Bắc,21.0,False,OPBA02021003-opal boulevard
218,Thuê,10000000,95.49,bình dương,3,2,None,HDMB,Tây Nam,20.0,False,OPBA02020002-opal boulevard
219,Thuê,10000000,95.49,bình dương,3,2,None,HDMB,Tây Nam,21.0,False,OPBA02021002-opal boulevard
220,Thuê,9000000,86.72,bình dương,2,2,None,HDMB,Tây Nam,20.0,False,OPBA01020006-opal boulevard
221,Thuê,9000000,86.72,bình dương,2,2,Ko,HDMB,Tây Nam,8.0,False,OPBA01008006-opal boulevard
222,Thuê,9500000,86.72,bình dương,2,2,None,HDMB,Tây Nam,21.0,False,OPBA01021006-opal boulevard
223,Thuê,9500000,86.72,bình dương,2,2,Có,HDMB,Tây Nam,23.0,False,OPBA01023006-opal boulevard
224,Thuê,12000000,107.3,bình dương,3,2,Ko,HDMB,Đông Nam,21.0,False,OPBA01021002-opal boulevard
225,Thuê,11000000,107.3,bình dương,3,2,None,HDMB,Đông Nam,29.0,False,OPBA01029002-opal boulevard
226,Bán,4170000000,107.3,bình dương,3,2,None,HDMB,Đông Nam,26.0,False,OPBA01026002-opal boulevard
227,Bán,5136000000,107.3,bình dương,3,2,None,HDMB,Đông Nam,35.0,False,OPBA01035002-opal boulevard
228,Bán,4429000000,107.29,bình dương,3,2,None,HDMB,Đông Nam,25.0,False,OPBA01025003-opal boulevard
229,Bán,5246000000,107.3,bình dương,3,2,None,HDMB,Đông Nam,12.0,False,OPBA01012002-opal boulevard
230,Bán,3956000000,107.29,bình dương,3,2,None,HDMB,Đông Nam,8.0,False,OPBA01008003-opal boulevard
231,Thuê,14500000,107.29,bình dương,3,2,Có,HDMB,Đông Nam,29.0,False,OPBA01029003-opal boulevard
232,Thuê,15000000,107.29,bình dương,3,2,Ko,HDMB,Đông Nam,33.0,False,OPBA01033003-opal boulevard
233,Thuê,11000000,107.29,bình dương,3,2,None,HDMB,Đông Nam,16.0,False,OPBA01016003-opal boulevard
234,Bán,2516000000,52.25,thủ đức,1,1,None,None,Tây Nam,22.0,False,A22.16-lavita charm
235,Thuê,7000000,64.98,quận 9,2,1,Ko,None,Đông Nam,6.0,False,B15-06-9 view
236,Bán,3232000000,68.52,thủ đức,2,2,None,None,Đông Bắc,10.0,False,A10.26-lavita charm
